name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,n_beats,n_bars,processing,genre,genre_val
Hawaiian Organ Donor,84923,False,27,Beat Oven,Superpad,0.71,0.0816,2,-13.742,False,0.0605,0.748,0.935,0.104,0.47,65.035,4.0,91.0,22.0,3.70048309178744,study,19
Get It On Tonight,230093,True,25,Montell Jordan,Playa,0.809,0.58,6,-13.202,True,0.0942,0.192,2.09e-06,0.0672,0.922,101.068,4.0,388.0,97.0,1.1709531013615733,j-dance,14
Native,252590,False,16,Loadstar,Native / Once Again,0.516,0.941,10,-2.954,True,0.0374,0.00716,0.00811,0.146,0.18,86.997,4.0,358.0,90.0,0.7573891625615764,industrial,12
Electric Disco,348978,False,16,Plump DJs,Plumpy Chunks,0.75,0.765,1,-6.777,True,0.0542,0.0012,0.779,0.128,0.456,130.066,4.0,747.0,187.0,2.36741214057508,breakbeat,5
Holterdiepolter - LIZOT Remix Edit,195600,False,23,Anstandslos & Durchgeknallt;Georg Stengel;LIZOT,Holterdiepolter (LIZOT Remix),0.477,0.87,0,-5.812,True,0.245,0.0892,0.0,0.174,0.486,123.917,4.0,382.0,95.0,3.349056603773585,happy,9
Quémalo,220986,False,18,Jungle Fire,Jungle Fire,0.574,0.893,4,-6.784,False,0.0668,0.077,0.895,0.192,0.504,95.437,4.0,348.0,86.0,0.916010498687664,afrobeat,1
All Or Nothing,252000,False,16,Datsik,Let It Burn,0.544,0.954,11,-3.296,False,0.0327,1.31e-05,0.593,0.103,0.319,140.016,4.0,587.0,144.0,0.7481162540365985,breakbeat,5
洋蔥,278400,False,58,Aska Yang,鴿子,0.607,0.544,0,-5.043,True,0.0282,0.242,0.0,0.106,0.236,129.967,4.0,589.0,148.0,3.349056603773585,mandopop,16
You Didn't Love Me Then,212440,False,37,The Hit Parade,With Love From...,0.473,0.562,4,-12.418,True,0.0401,0.0561,2.58e-05,0.125,0.677,81.724,4.0,283.0,69.0,0.916010498687664,techno,20
Me Sabe Mal,196225,False,57,MARLENA,Me Sabe Mal,0.604,0.569,7,-5.828,True,0.0378,0.11,0.0,0.14,0.556,99.313,4.0,321.0,81.0,4.067085953878407,spanish,18
Mirabels Entdeckung,176493,False,22,Germaine Franco,Encanto (Deutscher Original Film-Soundtrack),0.108,0.29,1,-14.76,True,0.0504,0.611,0.911,0.049,0.0394,166.161,3.0,479.0,159.0,2.36741214057508,disney,7
BALD!,153932,True,58,JPEGMAFIA,EP!,0.594,0.917,10,-2.382,True,0.3,0.0372,0.0,0.495,0.675,154.703,4.0,389.0,97.0,0.7573891625615764,industrial,12
Another World,340786,False,45,The Chemical Brothers,Further,0.776,0.362,8,-6.793,True,0.065,0.0161,0.05,0.119,0.339,118.965,4.0,671.0,168.0,2.7259036144578315,breakbeat,5
Miracles From Molecules - From Adventures Thru Inner Space,97026,False,25,Disney Studio Chorus,Walt Disney Records The Legacy Collection: Disneyland,0.317,0.51,7,-10.319,True,0.0361,0.877,0.0,0.128,0.733,110.914,4.0,176.0,44.0,4.067085953878407,disney,7
Tyranny,419533,False,19,Deströyer 666,Unchain the Wolves,0.297,0.968,10,-4.983,True,0.0943,1.01e-05,0.351,0.293,0.202,105.393,4.0,718.0,179.0,0.7573891625615764,black-metal,2
Haunt,294548,False,38,Rival Consoles,Odyssey / Sonne,0.701,0.712,5,-10.248,False,0.046,0.0354,0.858,0.405,0.284,147.413,4.0,704.0,177.0,1.2793053545586106,idm,10
Private Pressing,142911,False,9,Dusty Decks,Gatefold,0.669,0.515,11,-6.805,False,0.0982,0.393,0.905,0.435,0.42,88.996,4.0,212.0,53.0,0.7481162540365985,study,19
千里之外,254373,False,54,Jay Chou,依然范特西,0.686,0.547,2,-6.461,True,0.0301,0.343,0.0,0.0944,0.169,117.966,4.0,496.0,124.0,3.70048309178744,mandopop,16
Acid Is A Friend Of Mine,395626,False,4,Paul Johnson,Acid Is A Friend Of Mine,0.802,0.704,7,-10.047,True,0.0776,6.66e-05,0.898,0.349,0.269,124.844,4.0,815.0,203.0,4.067085953878407,chicago-house,6
Giving My Soul Back to Him,174973,False,23,IIIrd Tyme Out,Across the Miles,0.613,0.766,0,-6.554,True,0.0638,0.641,0.000273,0.196,0.65,127.282,4.0,370.0,92.0,3.349056603773585,bluegrass,3
Aankhon Mein Teri,72121,False,0,Manas Roy,Aankhon Mein Teri,0.594,0.304,6,-10.817,True,0.0291,0.869,0.00035,0.167,0.718,113.873,4.0,130.0,33.0,1.1709531013615733,indian,11
獨家記憶,307093,False,1,Jordan Chan,秋日思念絮語,0.329,0.506,6,-7.967,True,0.0455,0.586,0.0,0.0841,0.488,159.602,4.0,774.0,193.0,1.1709531013615733,mandopop,16
Have Love Will Travel,176826,False,28,Richard Berry;The Pharaohs,"Have ""Louie"" Will Travel",0.807,0.892,9,-6.373,True,0.18,0.703,0.000449,0.143,0.965,132.685,4.0,383.0,95.0,1.343558282208589,bluegrass,3
刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,320165,False,64,Crowd Lu,刻在我心底的名字 (Your Name Engraved Herein),0.425,0.201,10,-11.961,True,0.0373,0.873,0.0,0.111,0.267,136.328,4.0,700.0,175.0,0.7573891625615764,mandopop,16
Carolina - En directo 2000,263679,False,64,M-Clan,Sin Enchufe,0.649,0.9,7,-4.135,True,0.0306,0.146,0.0,0.694,0.86,123.978,4.0,537.0,133.0,4.067085953878407,spanish,18
Saawali Si Raat,308253,False,55,Pritam;Arijit Singh,Barfi! (Original Motion Picture Soundtrack),0.485,0.291,9,-15.485,True,0.04,0.616,0.000345,0.238,0.195,139.859,3.0,711.0,236.0,1.343558282208589,indian,11
Boat Song,115370,False,31,CoComelon,Vehicle Fun with CoComelon,0.825,0.624,0,-8.974,True,0.0387,0.0188,0.000181,0.101,0.944,180.011,4.0,332.0,83.0,3.349056603773585,disney,7
Rain for Sleep,110058,False,32,Sound Library XL,Rain Sleep,0.191,0.923,6,-21.634,True,0.0479,0.155,0.947,0.72,1e-05,91.672,3.0,161.0,52.0,1.1709531013615733,sleep,17
Nee Parichaya,218017,False,21,Raghu Dixit;Siddhartha Belmannu;Rakshita Suresh,Ninna Sanihake (Original Motion Picture Soundtrack),0.679,0.608,0,-10.187,False,0.0368,0.639,7.55e-06,0.0873,0.361,116.043,4.0,414.0,104.0,3.349056603773585,indian,11
Trail Of Broken Hearts,355306,False,11,DragonForce,Inhuman Rampage,0.385,0.702,9,-5.892,True,0.0337,0.24,0.0,0.12,0.269,72.507,4.0,424.0,106.0,1.343558282208589,black-metal,2
Driving Mad,360007,False,43,Carbon;Lampe,Driving Mad,0.8,0.836,2,-7.413,True,0.0562,0.00051,0.846,0.0763,0.08,127.015,4.0,760.0,188.0,3.70048309178744,techno,20
Tal Para Cual,227826,True,28,Calle 13,Los De Atrás Vienen Conmigo,0.726,0.871,4,-4.826,True,0.111,0.0714,7.87e-06,0.157,0.773,175.999,4.0,661.0,165.0,0.916010498687664,afrobeat,1
ダンシングタンク♡,199093,False,29,Momoiro Clover Z,祝典,0.378,0.961,6,-1.258,True,0.131,0.0123,2.15e-06,0.106,0.569,102.274,4.0,323.0,81.0,1.1709531013615733,j-idol,15
Git Cho House On (Children) - MD BlackBall Main Mixx,363933,False,8,Mike Dunn;MD X-Spress,Defected Presents House Masters: Mike Dunn,0.796,0.855,11,-5.21,True,0.0603,0.0088,0.625,0.0826,0.24,128.003,4.0,769.0,193.0,0.7481162540365985,chicago-house,6
"Stay Free, I'm Not Free.",245039,False,6,Ryoma Maeda,FANTASTIC SUICIDE,0.33,0.911,2,-4.501,True,0.067,1.08e-05,0.225,0.145,0.276,135.141,4.0,545.0,136.0,3.70048309178744,idm,10
大スキ!,271653,False,37,Ryoko Hirosue,RH Singles&...〜edition de luxe〜,0.719,0.903,8,-5.758,True,0.0326,0.17,0.0162,0.265,0.786,101.491,4.0,447.0,113.0,2.7259036144578315,techno,20
ブルージュの鐘,274306,False,29,Seiko Matsuda,Candy,0.73,0.597,0,-8.671,True,0.0268,0.702,4.13e-06,0.0754,0.49,120.303,4.0,538.0,135.0,3.349056603773585,j-idol,15
Now Is Not Forever,234330,False,1,Tube & Berger;Mat.Joe;Tex Amos,"Best of Kittball, Vol. 6",0.667,0.925,11,-7.522,False,0.0547,0.00197,0.136,0.063,0.792,126.976,4.0,488.0,122.0,0.7481162540365985,techno,20
sea foam,139090,False,30,sound butler,sea foam,0.73,0.356,0,-10.137,True,0.0509,0.741,0.908,0.383,0.266,88.011,4.0,198.0,48.0,3.349056603773585,study,19
20 de abril,235333,False,62,Celtas Cortos,Cuentame Un Cuento,0.611,0.866,0,-5.135,True,0.0285,0.0274,2.89e-05,0.278,0.826,114.016,4.0,437.0,108.0,3.349056603773585,spanish,18
天黑黑 - Remastered,237066,False,56,Stefanie Sun,同名專輯 (Remastered),0.495,0.223,8,-12.484,True,0.0409,0.939,1.94e-05,0.121,0.394,109.388,4.0,402.0,102.0,2.7259036144578315,mandopop,16
Schunkel,305533,False,13,Mouse On Mars,Iaora Tahiti,0.674,0.504,1,-14.004,True,0.0433,0.0868,0.782,0.37,0.383,79.49,4.0,396.0,98.0,2.36741214057508,idm,10
Suavesito,293680,False,29,Ralphi Rosario,Greatest Hits,0.799,0.638,1,-15.963,True,0.0583,5.67e-05,0.922,0.0638,0.627,127.862,4.0,603.0,150.0,2.36741214057508,chicago-house,6
The First Note Is Silent (feat. Tiësto & Underworld) - Instrumental,338150,False,17,High Contrast;Tiësto;Underworld,The Agony & The Ecstasy,0.416,0.934,7,-4.349,True,0.0417,0.00212,0.932,0.234,0.115,172.976,4.0,965.0,243.0,4.067085953878407,idm,10
the village,123750,False,24,really big mountains,sonder,0.609,0.258,11,-11.357,False,0.0464,0.942,0.332,0.126,0.0795,80.018,4.0,162.0,39.0,0.7481162540365985,study,19
My Hallelujah,246619,False,47,Bryan & Katie Torwalt,Praise Before My Breakthrough,0.453,0.498,2,-8.341,True,0.0427,0.879,2.27e-05,0.106,0.178,137.831,4.0,557.0,142.0,3.70048309178744,brazil,4
Redemption 2.0 - Radio Version,225520,False,27,RMB,Redemption 2.0,0.57,0.843,4,-6.651,False,0.105,0.101,0.153,0.313,0.789,145.013,4.0,534.0,133.0,0.916010498687664,techno,20
Grotto in Capri,124076,False,6,"Sarah, the Illstrumentalist",Discover the World Vol. 1,0.675,0.587,0,-8.417,False,0.0818,0.157,0.877,0.111,0.878,186.219,3.0,382.0,126.0,3.349056603773585,study,19
Covered Bridges,484573,False,24,Kitchen Dwellers,Muir Maid,0.376,0.701,2,-9.47,True,0.0308,0.274,0.481,0.281,0.72,154.763,4.0,1215.0,306.0,3.70048309178744,bluegrass,3
Rockemillion,128039,False,16,Isengard,Vårjevndøgn,0.157,0.94,11,-7.582,False,0.0966,0.00159,0.905,0.445,0.238,155.425,4.0,320.0,80.0,0.7481162540365985,black-metal,2
旅立ちはフリージア,292160,False,19,Seiko Matsuda,SEIKO STORY〜80's HITS COLLECTION〜,0.736,0.854,6,-5.143,True,0.0295,0.26,0.0,0.147,0.728,130.903,4.0,621.0,155.0,1.1709531013615733,j-idol,15
Espetinho,180334,False,49,Os Parazim,O Som do Bbq,0.633,0.814,9,-3.398,True,0.0336,0.47,0.0,0.399,0.74,133.045,4.0,396.0,98.0,1.343558282208589,forro,8
Church Street Blues (feat. Molly Tuttle),184453,False,26,Dan Tyminski;Molly Tuttle,Church Street Blues (feat. Molly Tuttle),0.558,0.592,3,-8.642,True,0.0287,0.729,4.79e-06,0.142,0.842,109.373,4.0,325.0,81.0,1.7389162561576357,bluegrass,3
Mr. Vain - Original Radio Edit,257466,False,72,Culture Beat,Mr. Vain,0.703,0.997,9,-7.666,False,0.0399,0.0726,0.0235,0.123,0.391,132.872,4.0,567.0,141.0,1.343558282208589,techno,20
How Much Is the Fish? - Remastered,225781,False,14,Scooter,No Time to Chill (20 Years of Hardcore Expanded Editon) [Remastered],0.492,0.999,2,-4.491,True,0.0872,0.00106,0.116,0.664,0.55,140.033,4.0,519.0,131.0,3.70048309178744,happy,9
牡丹亭外,318715,False,31,Bobby Chen,美麗的邂逅,0.496,0.305,6,-11.505,True,0.025,0.234,2.8e-06,0.109,0.192,84.035,4.0,437.0,109.0,1.1709531013615733,mandopop,16
Halleluja,224706,False,63,Rammstein,Raritäten (1994 - 2012),0.575,0.846,9,-5.559,True,0.0324,8.98e-05,0.0991,0.104,0.357,130.128,4.0,483.0,121.0,1.343558282208589,industrial,12
1/2の神話 - 30th anniversary mix,198373,False,20,Akina Nakamori,ベスト・コレクション 〜ラブ・ソングス&ポップ・ソングス〜,0.437,0.957,9,-4.155,True,0.148,0.02,0.000122,0.104,0.425,165.09,4.0,533.0,135.0,1.343558282208589,j-idol,15
Mittens,226000,False,10,Yimino;Ed Roughton,Breaker,0.665,0.663,10,-11.2,True,0.0366,0.0246,0.915,0.0707,0.0624,120.01,4.0,442.0,109.0,0.7573891625615764,idm,10
It's A Lot,196346,False,38,Goom Gum,It's A Lot,0.732,0.807,0,-5.279,True,0.0566,0.000258,0.524,0.174,0.154,120.006,4.0,389.0,96.0,3.349056603773585,techno,20
Bruderschaft,246680,False,0,Heimataerde,Kaltwaerts (Deluxe Edition),0.498,0.957,5,-6.732,False,0.0461,0.00215,0.0311,0.189,0.577,139.949,4.0,558.0,140.0,1.2793053545586106,industrial,12
舞伴,120306,False,30,陳盈潔;袁小迪,陳盈潔 (台語暢銷精選),0.753,0.458,10,-12.87,True,0.0348,0.274,0.0,0.241,0.968,120.706,4.0,231.0,56.0,0.7573891625615764,mandopop,16
Como Si Fueras a Morir Mañana,240984,False,65,Leiva,Nuclear,0.46,0.816,3,-6.576,True,0.0427,0.00144,0.0,0.11,0.373,143.892,4.0,550.0,138.0,1.7389162561576357,spanish,18
Gewitter: Regen Auf Dem Dach,190976,False,32,Regen zum Schlafen,Gewitter Und Regen,0.284,0.961,11,-19.18,False,0.0958,0.217,0.874,0.448,0.0307,66.91,4.0,214.0,53.0,0.7481162540365985,sleep,17
Turm am Hang,309105,False,23,Horn,Turm am Hang,0.422,0.847,7,-5.601,True,0.0565,0.0029,0.174,0.102,0.268,113.363,4.0,533.0,135.0,4.067085953878407,black-metal,2
Ranjha - Reprise,224457,False,51,Jasleen Royal;B Praak;Romy;Anvita Dutt,Ranjha (Reprise),0.565,0.291,1,-15.968,True,0.044,0.506,0.0045,0.121,0.195,83.017,4.0,308.0,75.0,2.36741214057508,indian,11
Bastard,237586,True,0,Soulfly,Metal,0.27,0.963,6,-4.584,False,0.117,0.00678,0.0209,0.0828,0.186,94.832,4.0,409.0,102.0,1.1709531013615733,industrial,12
Wat Zullen We Drinken,189000,False,30,Lawineboys,10 Jaar Lawinegevaar,0.687,0.929,7,-3.794,True,0.173,0.0173,0.0,0.715,0.628,141.02,4.0,436.0,109.0,4.067085953878407,happy,9
Sim,174546,False,49,Pablo,É Só Dizer Que Sim,0.691,0.688,2,-6.261,True,0.031,0.364,0.0,0.783,0.77,131.93,4.0,383.0,95.0,3.70048309178744,forro,8
Love You Forever,231502,False,59,Kritiman Mishra,Love You Forever,0.383,0.635,1,-6.331,True,0.095,0.496,0.0,0.0715,0.4,95.112,4.0,404.0,101.0,2.36741214057508,indian,11
Komen Wij Uit Rotterdam,247293,False,23,Neophyte,The Three Amiga's,0.441,0.99,4,-2.857,True,0.207,0.251,0.698,0.63,0.21,186.82,4.0,760.0,189.0,0.916010498687664,happy,9
Malicious Winds,320600,False,3,Shade Empire,Omega Arcane,0.497,0.939,1,-5.595,True,0.0635,2.04e-06,0.967,0.3,0.327,120.04,4.0,633.0,158.0,2.36741214057508,black-metal,2
Take Your Shoes Off Moses,136066,False,27,Ralph Stanley,Cry From The Cross,0.603,0.531,10,-12.271,True,0.0295,0.532,0.00654,0.257,0.886,137.667,4.0,300.0,74.0,0.7573891625615764,bluegrass,3
Isolaytore,165520,False,25,Static-X,Cult of Static,0.673,0.994,8,-3.358,True,0.0845,0.00999,0.000506,0.153,0.46,142.039,4.0,386.0,97.0,2.7259036144578315,industrial,12
Hero (feat. Josey Scott),200480,False,69,Chad Kroeger;Josey Scott,Hero (feat. Josey Scott),0.427,0.843,4,-4.54,True,0.0364,0.00216,0.0,0.179,0.304,147.387,3.0,476.0,158.0,0.916010498687664,black-metal,2
La canción de aplaudir,121719,False,29,Barney,Juguemos a cantar con Barney,0.844,0.42,2,-14.705,True,0.161,0.392,0.0,0.0613,0.832,102.049,4.0,204.0,49.0,3.70048309178744,disney,7
Wait!,168951,False,48,Fiji Blue,Wait!,0.749,0.409,9,-9.263,True,0.0395,0.13,0.00222,0.152,0.486,122.979,4.0,338.0,83.0,1.343558282208589,study,19
BEAUTIFUL LOVE,295346,False,59,Tanya Chua,T-TIME新歌精選,0.454,0.673,0,-5.747,True,0.0332,0.462,0.0,0.0752,0.376,143.887,4.0,692.0,175.0,3.349056603773585,mandopop,16
Soul Patrol - Lenzman Deep in Your Soul Remix,354999,False,20,Total Science;MC Conrad;Lenzman,Soul Patrol (Lenzman Deep In Your Soul Remix) / Wasting Time (Total Science Remix),0.439,0.977,10,-3.437,False,0.135,0.0135,0.0737,0.542,0.456,87.984,4.0,511.0,127.0,0.7573891625615764,idm,10
The Tree,299769,False,2,Kahtmayan,Resurrection 1,0.392,0.734,7,-4.673,True,0.0356,0.0131,0.0113,0.228,0.0888,147.591,4.0,713.0,178.0,4.067085953878407,iranian,13
Amiga mía,290973,False,77,Alejandro Sanz,Más,0.629,0.703,2,-4.875,True,0.0504,0.519,0.0,0.11,0.402,144.016,4.0,693.0,175.0,3.70048309178744,spanish,18
Lunar Trees,140173,False,0,Spuntic,Between Green,0.258,0.22,2,-18.02,True,0.0535,0.947,0.922,0.107,0.0495,67.059,5.0,156.0,38.0,3.70048309178744,iranian,13
Donde Descansa La Esperanza,319013,False,28,Nach,Los Viajes Inmóviles,0.507,0.559,8,-12.794,True,0.284,0.707,0.000853,0.326,0.366,132.499,3.0,617.0,205.0,2.7259036144578315,spanish,18
Pulsar,120240,False,36,Celldweller,Soundtrack For The Voices In My Head Vol. 02,0.568,0.717,2,-4.234,False,0.0548,0.00305,0.819,0.0742,0.44,171.988,4.0,340.0,85.0,3.70048309178744,industrial,12
Subliminal,289746,True,23,NEO JAPONISM,THE SPIRIT,0.552,0.749,7,-3.841,False,0.0431,0.00104,0.0,0.317,0.289,151.93,4.0,717.0,181.0,4.067085953878407,j-idol,15
FINGE QUE ME ODEIA,161000,False,51,Flora Matos,FLORA DE CONTROLE,0.754,0.553,11,-8.757,False,0.0491,0.168,0.0,0.149,0.619,148.025,4.0,387.0,96.0,0.7481162540365985,brazil,4
Rewind - Makoto Remix,354480,False,15,London Elektricity,Future Sound Of Tokyo,0.46,0.976,6,-4.171,True,0.0529,0.000488,0.876,0.07,0.278,174.993,4.0,1024.0,255.0,1.1709531013615733,idm,10
My Head & My Heart,174760,False,0,Ava Max,Comme un lundi,0.614,0.934,9,-3.709,False,0.07,0.0697,0.0,0.121,0.436,116.001,4.0,328.0,80.0,1.343558282208589,breakbeat,5
Eu Era Um Lobisomem Juvenil,406400,False,47,Legião Urbana,As Quatro Estações,0.556,0.515,2,-13.122,True,0.0268,0.0758,0.000702,0.217,0.527,97.143,4.0,650.0,162.0,3.70048309178744,brazil,4
Environment,370279,False,10,Alphaxone,Edge of Solitude,0.091,0.0731,7,-23.072,False,0.0452,0.908,0.926,0.0619,0.0337,88.003,4.0,529.0,132.0,4.067085953878407,iranian,13
Until the Next Felony,224450,False,0,Beshenitar,The Great Wound of History,0.375,0.997,1,-3.713,True,0.343,0.124,0.0143,0.177,0.0341,120.038,4.0,446.0,111.0,2.36741214057508,iranian,13
Transmigrator,267458,False,0,Tension Prophecy,Asylum of Humanity,0.394,0.931,2,-4.507,True,0.14,0.00547,0.388,0.22,0.224,139.718,4.0,607.0,152.0,3.70048309178744,iranian,13
En la Nada,281800,False,27,Agora,Regresa al Vértigo,0.48,0.983,7,-3.809,True,0.105,0.00222,0.00385,0.0706,0.292,143.07,4.0,664.0,167.0,4.067085953878407,spanish,18
History Maker - HITM Ver.,189872,False,35,DEAN FUJIOKA,History In The Making,0.659,0.691,1,-3.646,True,0.0316,0.146,0.0,0.0762,0.56,100.597,3.0,309.0,102.0,2.36741214057508,j-dance,14
Te Amo (feat. Dan Lellis),187067,False,41,Neto LX;Dan Lellis,Meu Piseiro É Diferente,0.813,0.793,5,-1.85,True,0.132,0.478,0.0,0.107,0.953,168.01,4.0,521.0,131.0,1.2793053545586106,forro,8
Jabr,204000,False,2,Padra,Jabr,0.379,0.932,7,-6.91,True,0.0516,0.000211,2.62e-06,0.162,0.192,180.056,4.0,594.0,148.0,4.067085953878407,iranian,13
Convite - Ao Vivo,189427,False,14,Israel Novaes;MC Teteu,Convite (Ao Vivo),0.761,0.874,9,-3.525,False,0.0372,0.197,0.0,0.383,0.934,123.956,4.0,389.0,97.0,1.343558282208589,forro,8
Fantasista〜ファンタジスタ〜,195537,False,24,DA PUMP,Fantasista〜ファンタジスタ〜,0.775,0.959,1,-1.91,False,0.0456,0.0719,0.000268,0.0343,0.734,115.053,4.0,368.0,92.0,2.36741214057508,j-dance,14
Erro,156370,False,9,Solange Almeida,Tudo Passa,0.719,0.926,1,-2.471,False,0.0317,0.36,3.29e-06,0.0848,0.935,153.969,4.0,398.0,99.0,2.36741214057508,forro,8
Vexxagon,403373,False,21,Conan,Existential Void Guardian,0.265,0.755,11,-7.897,False,0.0374,3.67e-06,0.768,0.372,0.176,120.85,4.0,710.0,180.0,0.7481162540365985,black-metal,2
While I Wait,298546,False,46,Lincoln Brewster;Integrity's Hosanna! Music,God of the Impossible (Deluxe),0.448,0.399,6,-8.303,False,0.0313,0.579,0.0,0.0762,0.12,73.959,4.0,357.0,89.0,1.1709531013615733,afrobeat,1
Good-Bye Peter / Shanghaied,55706,False,26,Oliver Wallace,Peter Pan (Original Motion Picture Soundtrack),0.295,0.079,0,-22.973,True,0.0559,0.882,0.33,0.103,0.19,57.715,4.0,54.0,13.0,3.349056603773585,disney,7
Further Harm,381520,False,0,The Black Dog,Spanners,0.7,0.746,11,-12.348,False,0.0439,0.34,0.00831,0.342,0.689,100.996,4.0,632.0,157.0,0.7481162540365985,idm,10
Paredão Ligado,139626,False,46,Soró Silva,"Paredão Ligado, Vol. 5",0.694,0.872,1,-3.224,True,0.0448,0.162,0.0,0.32,0.967,185.869,4.0,432.0,106.0,2.36741214057508,forro,8
Hitmix 2014 - Short Version,208600,False,24,Michael Wendler,The Very Best Of,0.721,0.869,7,-2.75,True,0.0373,0.00291,1.66e-05,0.079,0.858,135.035,4.0,462.0,115.0,4.067085953878407,happy,9
"Total War, Winter War",226826,False,18,Impaled Nazarene,Suomi Finland Perkele & Motorpenis,0.281,0.972,6,-7.415,False,0.115,1.47e-05,0.0269,0.0676,0.0554,124.823,4.0,465.0,117.0,1.1709531013615733,black-metal,2
Mujer Bruja,203773,False,0,Lola Indigo;Mala Rodríguez,Perreo Tenebroso Vol. 5,0.773,0.917,10,-2.166,False,0.0629,0.0946,0.000106,0.0885,0.763,105.964,4.0,356.0,89.0,0.7573891625615764,spanish,18
Youngstown,224973,False,22,Blue Moon Rising,One Lonely Shadow,0.471,0.482,2,-9.671,True,0.0274,0.814,3.39e-05,0.136,0.482,147.971,4.0,547.0,136.0,3.70048309178744,bluegrass,3
Main Bola Hey!,153000,False,53,Karthik Rao,Kota Factory: Season 1 (Music from Tvf Original Series),0.646,0.33,0,-14.582,True,0.0339,0.75,0.000384,0.123,0.499,84.995,4.0,212.0,53.0,3.349056603773585,indian,11
Khule Reston Pe,150261,False,47,Raghu Dixit,Aanandam (Original Motion Picture Soundtrack),0.559,0.425,9,-11.083,True,0.0438,0.84,0.00115,0.0972,0.29,161.89,4.0,386.0,97.0,1.343558282208589,indian,11
It's Your Thing / Hey Pocky a-Way,302506,False,17,Lefties Soul Connection,Hutspot,0.508,0.882,5,-4.505,True,0.121,0.0351,0.00264,0.178,0.842,170.223,4.0,799.0,201.0,1.2793053545586106,afrobeat,1
Tu piel,203000,False,26,Jorge Drexler,Llueve,0.868,0.367,5,-13.304,False,0.039,0.303,0.0066,0.0895,0.522,130.038,4.0,432.0,107.0,1.2793053545586106,afrobeat,1
Idea 686,163235,False,55,Jayla Darden,"Ideas, Vol. 2",0.712,0.347,0,-10.363,False,0.041,0.378,0.0212,0.111,0.5,135.975,4.0,367.0,91.0,3.349056603773585,sleep,17
This Road,217560,False,0,Audio Bullys;Suggs,Generation,0.721,0.661,9,-3.298,False,0.0346,0.0815,4.43e-06,0.0783,0.752,117.051,4.0,411.0,103.0,1.343558282208589,breakbeat,5
The Black Vomit,142800,False,21,Sarcófago,Inri,0.258,0.923,11,-8.002,True,0.045,0.0008,0.243,0.771,0.578,132.494,4.0,310.0,77.0,0.7481162540365985,black-metal,2
Needles,200071,True,1,Vista Versicle,Needles,0.501,0.989,2,-1.62,True,0.11,0.000715,2.81e-06,0.2,0.113,90.019,4.0,294.0,73.0,3.70048309178744,iranian,13
Crosstitution,198000,False,18,Bathory,Requiem,0.547,0.809,11,-8.466,True,0.0404,1.22e-06,0.828,0.228,0.206,115.104,4.0,374.0,94.0,0.7481162540365985,black-metal,2
Carta pra Lucas,181631,True,46,Major RD;Rock Danger;El Lif Beatz,Troféu,0.475,0.585,10,-7.804,False,0.0705,0.758,3.44e-05,0.319,0.376,106.722,5.0,300.0,74.0,0.7573891625615764,brazil,4
"Dark As The Night, Blue As The Day",231493,False,18,Michael Cleveland,"Let 'Er Go, Boys!",0.63,0.363,9,-7.949,True,0.029,0.678,0.00081,0.104,0.63,108.655,4.0,410.0,102.0,1.343558282208589,bluegrass,3
Blessed Be Your Name - Live,386040,False,35,Travis Cottrell,Alive Forever (Live),0.546,0.514,9,-7.224,True,0.0324,0.377,6.87e-06,0.1,0.14,119.91,4.0,756.0,189.0,1.343558282208589,mandopop,16
The Triumph of King Freak (A Crypt of Preservation and Superstition),247040,False,21,Rob Zombie,The Eternal Struggles of the Howling Man,0.546,0.919,2,-5.467,True,0.0568,5.31e-05,0.178,0.0833,0.383,99.972,4.0,408.0,102.0,3.70048309178744,industrial,12
慢慢等,221531,False,57,WeiBird,慢慢等EP,0.657,0.525,5,-8.333,True,0.0329,0.634,0.0,0.123,0.41,128.03,4.0,460.0,115.0,1.2793053545586106,mandopop,16
Pins and Needles (In My Heart),172333,False,21,Mac Wiseman;The Osborne Brothers,100 Greatest Bluegrass Hits,0.578,0.394,7,-11.752,True,0.0271,0.744,0.000804,0.0943,0.583,84.169,4.0,234.0,58.0,4.067085953878407,bluegrass,3
君が猫で僕が犬,224906,False,33,Creep Hyp,イト,0.726,0.738,0,-4.952,True,0.0243,0.23,0.000111,0.311,0.916,105.99,4.0,379.0,94.0,3.349056603773585,j-dance,14
Love Never Fails - Original Mix,496930,False,7,Cajmere;Russoul,Too Underground For The Main Stage,0.868,0.412,7,-8.561,True,0.105,0.000437,0.272,0.106,0.572,124.02,4.0,1024.0,257.0,4.067085953878407,chicago-house,6
Hot Body - Maurice's Underground Mix,422836,False,4,Jamie Principle;Maurice Joshua,Hot Body,0.801,0.809,6,-8.521,False,0.0496,0.00097,0.0848,0.452,0.541,120.008,4.0,843.0,212.0,1.1709531013615733,chicago-house,6
La Ballata di Flemmingrad (Versione Tradizionale),185600,False,25,Paolo De Santis,Frozen - Le Avventure di Olaf (Colonna Sonora Originale),0.435,0.198,2,-11.317,True,0.0363,0.867,0.0,0.117,0.533,108.449,4.0,371.0,92.0,3.70048309178744,disney,7
